device_id,location,timestamp,arrival_time,reading_value,event_type
DEV003,Nashik,2026-08-01 04:47:00,2026-08-01 04:47:00,24.53,NORMAL
DEV002,Mumbai,2026-08-01 04:48:00,2026-08-01 04:48:00,25.31,NORMAL
DEV004,Nagpur,2026-08-01 04:49:00,2026-08-01 04:52:00,35.15,LATE
DEV004,Nagpur,2026-08-01 04:50:00,2026-08-01 04:50:00,35.05,NORMAL
DEV004,Nagpur,2026-08-01 04:51:00,2026-08-01 04:51:00,34.69,NORMAL
DEV002,Mumbai,2026-08-01 04:52:00,2026-08-01 04:52:00,37.85,NORMAL
DEV001,Pune,2026-08-01 04:53:00,2026-08-01 04:53:00,26.8,NORMAL
DEV002,Mumbai,2026-08-01 04:54:00,2026-08-01 04:54:00,23.13,NORMAL
DEV003,Nashik,2026-08-01 04:55:00,2026-08-01 04:55:00,23.09,NORMAL
DEV001,Pune,2026-08-01 04:56:00,2026-08-01 04:56:00,37.53,NORMAL
DEV001,Pune,2026-08-01 04:57:00,2026-08-01 04:57:00,24.99,NORMAL
DEV002,Mumbai,2026-08-01 04:58:00,2026-08-01 04:58:00,33.93,NORMAL
DEV003,Nashik,2026-08-01 04:59:00,2026-08-01 04:59:00,34.82,NORMAL
DEV001,Pune,2026-08-01 05:00:00,2026-08-01 05:09:00,32.75,LATE
DEV003,Nashik,2026-08-01 05:01:00,2026-08-01 05:01:00,32.63,NORMAL
DEV004,Nagpur,2026-08-01 05:02:00,2026-08-01 05:02:00,35.93,NORMAL
DEV002,Mumbai,2026-08-01 05:03:00,2026-08-01 05:03:00,23.51,NORMAL
DEV004,Nagpur,2026-08-01 05:04:00,2026-08-01 05:04:00,80.75,SENSOR_ANOMALY
DEV002,Mumbai,2026-08-01 05:05:00,2026-08-01 05:05:00,37.79,NORMAL
DEV001,Pune,2026-08-01 05:06:00,2026-08-01 05:06:00,33.32,NORMAL
DEV004,Nagpur,2026-08-01 05:07:00,2026-08-01 05:07:00,37.09,NORMAL
DEV005,Chhatrapati Sambhajinagar,2026-08-01 05:08:00,2026-08-01 05:08:00,23.35,NORMAL
DEV003,Nashik,2026-08-01 05:09:00,2026-08-01 05:09:00,35.02,NORMAL
DEV004,Nagpur,2026-08-01 05:10:00,2026-08-01 05:10:00,24.24,NORMAL
DEV004,Nagpur,2026-08-01 05:11:00,2026-08-01 05:11:00,28.5,NORMAL
DEV005,Chhatrapati Sambhajinagar,2026-08-01 05:12:00,2026-08-01 05:12:00,30.61,NORMAL
DEV005,Chhatrapati Sambhajinagar,2026-08-01 05:13:00,2026-08-01 05:13:00,29.74,NORMAL
DEV002,Mumbai,2026-08-01 05:04:00,2026-08-01 05:14:00,33.06,BACKDATED
DEV005,Chhatrapati Sambhajinagar,2026-08-01 05:15:00,2026-08-01 05:15:00,28.8,NORMAL
DEV005,Chhatrapati Sambhajinagar,2026-08-01 05:16:00,2026-08-01 05:16:00,32.53,NORMAL
DEV002,Mumbai,2026-08-01 05:17:00,2026-08-01 05:17:00,35.58,NORMAL
DEV001,Pune,2026-08-01 05:18:00,2026-08-01 05:18:00,26.17,NORMAL
DEV005,Chhatrapati Sambhajinagar,2026-08-01 05:19:00,2026-08-01 05:19:00,26.04,NORMAL
DEV005,Chhatrapati Sambhajinagar,2026-08-01 05:20:00,2026-08-01 05:20:00,28.13,NORMAL
DEV004,Nagpur,2026-08-01 05:21:00,2026-08-01 05:21:00,28.89,NORMAL
DEV001,Pune,2026-08-01 05:22:00,2026-08-01 05:22:00,36.71,NORMAL
DEV002,Mumbai,2026-08-01 05:23:00,2026-08-01 05:23:00,34.89,NORMAL
DEV003,Nashik,2026-08-01 05:24:00,2026-08-01 05:24:00,25.81,NORMAL
DEV001,Pune,2026-08-01 05:25:00,2026-08-01 05:25:00,33.55,NORMAL
DEV002,Mumbai,2026-08-01 05:26:00,2026-08-01 05:26:00,33.14,NORMAL
DEV002,Mumbai,2026-08-01 05:27:00,2026-08-01 05:33:00,34.72,LATE
DEV001,Pune,2026-08-01 05:28:00,2026-08-01 05:28:00,34.08,NORMAL
DEV003,Nashik,2026-08-01 05:29:00,2026-08-01 05:29:00,36.18,NORMAL
DEV004,Nagpur,2026-08-01 05:30:00,2026-08-01 05:34:00,32.65,LATE
DEV002,Mumbai,2026-08-01 05:31:00,2026-08-01 05:31:00,28.29,NORMAL
DEV001,Pune,2026-08-01 05:32:00,2026-08-01 05:32:00,28.36,NORMAL
DEV003,Nashik,2026-08-01 05:33:00,2026-08-01 05:33:00,29.52,NORMAL
DEV004,Nagpur,2026-08-01 05:34:00,2026-08-01 05:34:00,24.42,NORMAL
DEV005,Chhatrapati Sambhajinagar,2026-08-01 05:35:00,2026-08-01 05:35:00,30.46,NORMAL
DEV004,Nagpur,2026-08-01 05:36:00,2026-08-01 05:42:00,33.5,LATE
DEV004,Nagpur,2026-08-01 05:37:00,2026-08-01 05:37:00,31.72,NORMAL
DEV005,Chhatrapati Sambhajinagar,2026-08-01 05:38:00,2026-08-01 05:38:00,31.01,NORMAL
DEV001,Pune,2026-08-01 05:39:00,2026-08-01 05:39:00,22.67,NORMAL
DEV004,Nagpur,2026-08-01 05:40:00,2026-08-01 05:40:00,26.9,NORMAL
DEV002,Mumbai,2026-08-01 05:41:00,2026-08-01 05:41:00,27.42,NORMAL
DEV004,Nagpur,2026-08-01 05:42:00,2026-08-01 05:42:00,30.56,NORMAL
DEV005,Chhatrapati Sambhajinagar,2026-08-01 05:43:00,2026-08-01 05:43:00,24.53,NORMAL
DEV004,Nagpur,2026-08-01 05:44:00,2026-08-01 05:44:00,30.56,NORMAL
DEV002,Mumbai,2026-08-01 05:45:00,2026-08-01 05:45:00,32.75,NORMAL
DEV002,Mumbai,2026-08-01 05:46:00,2026-08-01 05:46:00,28.15,NORMAL
DEV003,Nashik,2026-08-01 05:47:00,2026-08-01 05:47:00,23.53,NORMAL
DEV001,Pune,2026-08-01 05:48:00,2026-08-01 05:48:00,96.26,SENSOR_ANOMALY
DEV001,Pune,2026-08-01 05:49:00,2026-08-01 05:49:00,35.94,NORMAL
DEV004,Nagpur,2026-08-01 05:50:00,2026-08-01 05:50:00,31.89,NORMAL
DEV002,Mumbai,2026-08-01 05:51:00,2026-08-01 05:51:00,23.66,NORMAL
DEV005,Chhatrapati Sambhajinagar,2026-08-01 05:52:00,2026-08-01 05:52:00,37.49,NORMAL
DEV003,Nashik,2026-08-01 05:53:00,2026-08-01 05:53:00,37.25,NORMAL
DEV004,Nagpur,2026-08-01 05:54:00,2026-08-01 05:54:00,35.58,NORMAL
DEV001,Pune,2026-08-01 05:27:00,2026-08-01 05:55:00,37.97,BACKDATED
DEV003,Nashik,2026-08-01 05:56:00,2026-08-01 05:56:00,33.19,NORMAL
DEV003,Nashik,2026-08-01 05:57:00,2026-08-01 05:57:00,37.38,NORMAL
DEV002,Mumbai,2026-08-01 05:58:00,2026-08-01 05:58:00,32.39,NORMAL
DEV001,Pune,2026-08-01 05:59:00,2026-08-01 05:59:00,27.3,NORMAL
DEV005,Chhatrapati Sambhajinagar,2026-08-01 06:00:00,2026-08-01 06:00:00,30.02,NORMAL
DEV004,Nagpur,2026-08-01 06:01:00,2026-08-01 06:01:00,32.82,NORMAL
DEV005,Chhatrapati Sambhajinagar,2026-08-01 06:02:00,2026-08-01 06:02:00,27.1,NORMAL
DEV001,Pune,2026-08-01 06:03:00,2026-08-01 06:05:00,31.59,LATE
DEV001,Pune,2026-08-01 06:04:00,2026-08-01 06:04:00,31.43,NORMAL
DEV005,Chhatrapati Sambhajinagar,2026-08-01 06:05:00,2026-08-01 06:05:00,25.64,NORMAL
DEV004,Nagpur,2026-08-01 06:06:00,2026-08-01 06:06:00,32.08,NORMAL
DEV003,Nashik,2026-08-01 06:07:00,2026-08-01 06:07:00,37.16,NORMAL
DEV001,Pune,2026-08-01 06:01:00,2026-08-01 06:08:00,35.53,BACKDATED
DEV005,Chhatrapati Sambhajinagar,2026-08-01 06:09:00,2026-08-01 06:09:00,27.84,NORMAL
DEV004,Nagpur,2026-08-01 06:10:00,2026-08-01 06:10:00,34.95,NORMAL
DEV003,Nashik,2026-08-01 06:11:00,2026-08-01 06:11:00,22.7,NORMAL
DEV002,Mumbai,2026-08-01 06:12:00,2026-08-01 06:12:00,32.99,NORMAL
DEV005,Chhatrapati Sambhajinagar,2026-08-01 06:13:00,2026-08-01 06:13:00,36.61,NORMAL
DEV003,Nashik,2026-08-01 06:14:00,2026-08-01 06:14:00,33.48,NORMAL
DEV005,Chhatrapati Sambhajinagar,2026-08-01 06:15:00,2026-08-01 06:15:00,36.62,NORMAL
DEV004,Nagpur,2026-08-01 06:16:00,2026-08-01 06:16:00,34.35,NORMAL
DEV005,Chhatrapati Sambhajinagar,2026-08-01 06:17:00,2026-08-01 06:17:00,26.34,NORMAL
DEV004,Nagpur,2026-08-01 06:18:00,2026-08-01 06:18:00,30.75,NORMAL
DEV001,Pune,2026-08-01 06:19:00,2026-08-01 06:19:00,33.7,NORMAL
DEV002,Mumbai,2026-08-01 06:20:00,2026-08-01 06:20:00,28.4,NORMAL
DEV001,Pune,2026-08-01 06:21:00,2026-08-01 06:21:00,24.6,NORMAL
DEV001,Pune,2026-08-01 06:22:00,2026-08-01 06:22:00,30.62,NORMAL
DEV001,Pune,2026-08-01 06:23:00,2026-08-01 06:23:00,32.72,NORMAL
DEV005,Chhatrapati Sambhajinagar,2026-08-01 06:24:00,2026-08-01 06:24:00,25.86,NORMAL
DEV002,Mumbai,2026-08-01 06:25:00,2026-08-01 06:25:00,37.05,NORMAL
DEV002,Mumbai,2026-08-01 06:26:00,2026-08-01 06:26:00,32.85,NORMAL
DEV001,Pune,2026-08-01 06:27:00,2026-08-01 06:27:00,22.84,NORMAL
DEV005,Chhatrapati Sambhajinagar,2026-08-01 06:28:00,2026-08-01 06:28:00,37.75,NORMAL
DEV002,Mumbai,2026-08-01 06:29:00,2026-08-01 06:29:00,23.9,NORMAL
DEV005,Chhatrapati Sambhajinagar,2026-08-01 06:30:00,2026-08-01 06:30:00,36.26,NORMAL
DEV005,Chhatrapati Sambhajinagar,2026-08-01 06:31:00,2026-08-01 06:31:00,34.95,NORMAL
DEV002,Mumbai,2026-08-01 06:32:00,2026-08-01 06:32:00,36.6,NORMAL
DEV005,Chhatrapati Sambhajinagar,2026-08-01 06:33:00,2026-08-01 06:33:00,22.11,NORMAL
DEV001,Pune,2026-08-01 06:34:00,2026-08-01 06:34:00,26.6,NORMAL
DEV004,Nagpur,2026-08-01 06:35:00,2026-08-01 06:35:00,30.17,NORMAL
DEV004,Nagpur,2026-08-01 06:36:00,2026-08-01 06:36:00,34.93,NORMAL
DEV003,Nashik,2026-08-01 06:37:00,2026-08-01 06:37:00,29.27,NORMAL
DEV002,Mumbai,2026-08-01 06:38:00,2026-08-01 06:38:00,23.16,NORMAL
DEV004,Nagpur,2026-08-01 06:39:00,2026-08-01 06:39:00,29.63,NORMAL
DEV003,Nashik,2026-08-01 06:40:00,2026-08-01 06:40:00,35.36,NORMAL
DEV003,Nashik,2026-08-01 06:41:00,2026-08-01 06:41:00,35.14,NORMAL
DEV005,Chhatrapati Sambhajinagar,2026-08-01 06:42:00,2026-08-01 06:42:00,24.93,NORMAL
DEV004,Nagpur,2026-08-01 06:43:00,2026-08-01 06:43:00,22.45,NORMAL
DEV004,Nagpur,2026-08-01 06:44:00,2026-08-01 06:44:00,25.49,NORMAL
DEV002,Mumbai,2026-08-01 06:45:00,2026-08-01 06:45:00,34.52,NORMAL
DEV002,Mumbai,2026-08-01 06:46:00,2026-08-01 06:46:00,36.84,NORMAL
DEV004,Nagpur,2026-08-01 06:47:00,2026-08-01 06:47:00,26.38,NORMAL
DEV002,Mumbai,2026-08-01 06:48:00,2026-08-01 06:48:00,37.41,NORMAL
DEV005,Chhatrapati Sambhajinagar,2026-08-01 06:49:00,2026-08-01 06:49:00,25.35,NORMAL
DEV005,Chhatrapati Sambhajinagar,2026-08-01 06:50:00,2026-08-01 06:50:00,36.57,NORMAL
DEV004,Nagpur,2026-08-01 06:51:00,2026-08-01 06:51:00,37.39,NORMAL
DEV003,Nashik,2026-08-01 06:52:00,2026-08-01 06:52:00,24.69,NORMAL
DEV001,Pune,2026-08-01 06:53:00,2026-08-01 06:53:00,37.11,NORMAL
DEV004,Nagpur,2026-08-01 06:54:00,2026-08-01 06:54:00,26.28,NORMAL
DEV001,Pune,2026-08-01 06:55:00,2026-08-01 06:55:00,29.27,NORMAL
DEV002,Mumbai,2026-08-01 06:56:00,2026-08-01 07:01:00,33.41,LATE
DEV002,Mumbai,2026-08-01 06:57:00,2026-08-01 06:57:00,26.04,NORMAL
DEV001,Pune,2026-08-01 06:58:00,2026-08-01 06:58:00,30.14,NORMAL
DEV005,Chhatrapati Sambhajinagar,2026-08-01 06:59:00,2026-08-01 06:59:00,25.63,NORMAL
DEV005,Chhatrapati Sambhajinagar,2026-08-01 07:00:00,2026-08-01 07:00:00,37.06,NORMAL
DEV001,Pune,2026-08-01 07:01:00,2026-08-01 07:01:00,30.8,NORMAL
DEV004,Nagpur,2026-08-01 07:02:00,2026-08-01 07:02:00,29.05,NORMAL
DEV003,Nashik,2026-08-01 07:03:00,2026-08-01 07:03:00,22.55,NORMAL
DEV001,Pune,2026-08-01 07:04:00,2026-08-01 07:04:00,24.26,NORMAL
DEV001,Pune,2026-08-01 07:05:00,2026-08-01 07:05:00,70.32,SENSOR_ANOMALY
DEV005,Chhatrapati Sambhajinagar,2026-08-01 07:06:00,2026-08-01 07:06:00,23.97,NORMAL
DEV002,Mumbai,2026-08-01 07:07:00,2026-08-01 07:07:00,36.12,NORMAL
DEV003,Nashik,2026-08-01 07:08:00,2026-08-01 07:08:00,23.69,NORMAL
DEV003,Nashik,2026-08-01 07:09:00,2026-08-01 07:09:00,26.33,NORMAL
DEV001,Pune,2026-08-01 07:10:00,2026-08-01 07:10:00,30.77,NORMAL
DEV003,Nashik,2026-08-01 07:11:00,2026-08-01 07:11:00,27.14,NORMAL
DEV002,Mumbai,2026-08-01 06:58:00,2026-08-01 07:12:00,32.93,BACKDATED
DEV001,Pune,2026-08-01 07:13:00,2026-08-01 07:13:00,32.91,NORMAL
DEV003,Nashik,2026-08-01 07:14:00,2026-08-01 07:14:00,24.01,NORMAL
DEV002,Mumbai,2026-08-01 07:15:00,2026-08-01 07:15:00,37.56,NORMAL
DEV004,Nagpur,2026-08-01 07:16:00,2026-08-01 07:16:00,25.25,NORMAL
DEV001,Pune,2026-08-01 07:17:00,2026-08-01 07:17:00,36.77,NORMAL
DEV002,Mumbai,2026-08-01 07:18:00,2026-08-01 07:18:00,37.2,NORMAL
DEV002,Mumbai,2026-08-01 07:19:00,2026-08-01 07:19:00,24.86,NORMAL
DEV001,Pune,2026-08-01 07:20:00,2026-08-01 07:20:00,27.44,NORMAL
DEV001,Pune,2026-08-01 07:21:00,2026-08-01 07:21:00,28.04,NORMAL
DEV003,Nashik,2026-08-01 07:22:00,2026-08-01 07:22:00,25.2,NORMAL
DEV004,Nagpur,2026-08-01 07:23:00,2026-08-01 07:23:00,36.35,NORMAL
DEV005,Chhatrapati Sambhajinagar,2026-08-01 07:24:00,2026-08-01 07:24:00,36.15,NORMAL
DEV005,Chhatrapati Sambhajinagar,2026-08-01 07:25:00,2026-08-01 07:25:00,37.16,NORMAL
DEV003,Nashik,2026-08-01 07:26:00,2026-08-01 07:26:00,28.45,NORMAL
DEV005,Chhatrapati Sambhajinagar,2026-08-01 07:27:00,2026-08-01 07:27:00,27.73,NORMAL
DEV005,Chhatrapati Sambhajinagar,2026-08-01 07:28:00,2026-08-01 07:28:00,37.19,NORMAL
DEV004,Nagpur,2026-08-01 07:29:00,2026-08-01 07:29:00,23.76,NORMAL
DEV001,Pune,2026-08-01 07:30:00,2026-08-01 07:30:00,33.78,NORMAL
DEV004,Nagpur,2026-08-01 07:31:00,2026-08-01 07:31:00,35.57,NORMAL
DEV003,Nashik,2026-08-01 07:32:00,2026-08-01 07:32:00,32.97,NORMAL
DEV001,Pune,2026-08-01 07:33:00,2026-08-01 07:33:00,37.81,NORMAL
DEV002,Mumbai,2026-08-01 07:34:00,2026-08-01 07:34:00,28.03,NORMAL
DEV004,Nagpur,2026-08-01 07:35:00,2026-08-01 07:35:00,37.83,NORMAL
DEV002,Mumbai,2026-08-01 07:36:00,2026-08-01 07:36:00,28.55,NORMAL
DEV003,Nashik,2026-08-01 07:37:00,2026-08-01 07:37:00,26.8,NORMAL
DEV002,Mumbai,2026-08-01 07:38:00,2026-08-01 07:38:00,30.2,NORMAL
DEV003,Nashik,2026-08-01 07:39:00,2026-08-01 07:39:00,22.55,NORMAL
DEV005,Chhatrapati Sambhajinagar,2026-08-01 07:40:00,2026-08-01 07:40:00,27.83,NORMAL
DEV002,Mumbai,2026-08-01 07:41:00,2026-08-01 07:41:00,32.75,NORMAL
DEV002,Mumbai,2026-08-01 07:42:00,2026-08-01 07:42:00,31.69,NORMAL
DEV005,Chhatrapati Sambhajinagar,2026-08-01 07:43:00,2026-08-01 07:43:00,26.57,NORMAL
DEV004,Nagpur,2026-08-01 07:44:00,2026-08-01 07:44:00,22.04,NORMAL
DEV003,Nashik,2026-08-01 07:45:00,2026-08-01 07:45:00,37.48,NORMAL
DEV003,Nashik,2026-08-01 07:46:00,2026-08-01 07:46:00,24.18,NORMAL
DEV003,Nashik,2026-08-01 07:47:00,2026-08-01 07:47:00,34.57,NORMAL
DEV004,Nagpur,2026-08-01 07:48:00,2026-08-01 07:48:00,23.72,NORMAL
DEV001,Pune,2026-08-01 07:49:00,2026-08-01 07:49:00,23.96,NORMAL
DEV003,Nashik,2026-08-01 07:50:00,2026-08-01 07:59:00,23.08,LATE
DEV003,Nashik,2026-08-01 07:51:00,2026-08-01 07:51:00,30.91,NORMAL
DEV001,Pune,2026-08-01 07:52:00,2026-08-01 07:52:00,22.78,NORMAL
DEV005,Chhatrapati Sambhajinagar,2026-08-01 07:53:00,2026-08-01 07:53:00,31.4,NORMAL
DEV003,Nashik,2026-08-01 07:54:00,2026-08-01 07:54:00,32.39,NORMAL
DEV004,Nagpur,2026-08-01 07:55:00,2026-08-01 07:55:00,23.67,NORMAL
DEV003,Nashik,2026-08-01 07:56:00,2026-08-01 07:56:00,28.04,NORMAL
DEV003,Nashik,2026-08-01 07:48:00,2026-08-01 07:57:00,32.42,BACKDATED
DEV005,Chhatrapati Sambhajinagar,2026-08-01 07:58:00,2026-08-01 07:58:00,24.83,NORMAL
DEV001,Pune,2026-08-01 07:59:00,2026-08-01 07:59:00,32.49,NORMAL
DEV003,Nashik,2026-08-01 08:00:00,2026-08-01 08:00:00,26.73,NORMAL
DEV005,Chhatrapati Sambhajinagar,2026-08-01 08:01:00,2026-08-01 08:01:00,33.73,NORMAL
DEV005,Chhatrapati Sambhajinagar,2026-08-01 08:02:00,2026-08-01 08:02:00,37.44,NORMAL
DEV001,Pune,2026-08-01 08:03:00,2026-08-01 08:03:00,37.68,NORMAL
DEV005,Chhatrapati Sambhajinagar,2026-08-01 08:04:00,2026-08-01 08:04:00,29.22,NORMAL
DEV001,Pune,2026-08-01 08:05:00,2026-08-01 08:05:00,24.01,NORMAL
DEV005,Chhatrapati Sambhajinagar,2026-08-01 08:06:00,2026-08-01 08:06:00,25.25,NORMAL
DEV005,Chhatrapati Sambhajinagar,2026-08-01 08:07:00,2026-08-01 08:07:00,28.66,NORMAL
DEV001,Pune,2026-08-01 08:08:00,2026-08-01 08:08:00,27.86,NORMAL
DEV003,Nashik,2026-08-01 08:09:00,2026-08-01 08:09:00,30.31,NORMAL
DEV003,Nashik,2026-08-01 08:10:00,2026-08-01 08:10:00,36.53,NORMAL
DEV001,Pune,2026-08-01 08:11:00,2026-08-01 08:11:00,36.43,NORMAL
DEV002,Mumbai,2026-08-01 08:12:00,2026-08-01 08:12:00,29.89,NORMAL
DEV004,Nagpur,2026-08-01 08:13:00,2026-08-01 08:13:00,25.9,NORMAL
DEV005,Chhatrapati Sambhajinagar,2026-08-01 08:14:00,2026-08-01 08:14:00,29.21,NORMAL
DEV001,Pune,2026-08-01 08:15:00,2026-08-01 08:15:00,32.36,NORMAL
DEV003,Nashik,2026-08-01 08:16:00,2026-08-01 08:16:00,36.2,NORMAL
DEV002,Mumbai,2026-08-01 08:17:00,2026-08-01 08:17:00,33.83,NORMAL
DEV003,Nashik,2026-08-01 08:18:00,2026-08-01 08:18:00,24.63,NORMAL
DEV005,Chhatrapati Sambhajinagar,2026-08-01 08:19:00,2026-08-01 08:19:00,26.04,NORMAL
DEV002,Mumbai,2026-08-01 08:20:00,2026-08-01 08:20:00,37.33,NORMAL
DEV004,Nagpur,2026-08-01 08:21:00,2026-08-01 08:21:00,26.4,NORMAL
DEV001,Pune,2026-08-01 08:22:00,2026-08-01 08:22:00,35.85,NORMAL
DEV003,Nashik,2026-08-01 08:23:00,2026-08-01 08:23:00,32.56,NORMAL
DEV001,Pune,2026-08-01 08:24:00,2026-08-01 08:24:00,32.58,NORMAL
DEV004,Nagpur,2026-08-01 08:25:00,2026-08-01 08:25:00,36.62,NORMAL
DEV005,Chhatrapati Sambhajinagar,2026-08-01 08:26:00,2026-08-01 08:26:00,32.88,NORMAL
DEV005,Chhatrapati Sambhajinagar,2026-08-01 08:27:00,2026-08-01 08:27:00,25.72,NORMAL
DEV001,Pune,2026-08-01 08:28:00,2026-08-01 08:28:00,37.82,NORMAL
DEV005,Chhatrapati Sambhajinagar,2026-08-01 08:29:00,2026-08-01 08:29:00,23.13,NORMAL
DEV002,Mumbai,2026-08-01 08:30:00,2026-08-01 08:30:00,27.16,NORMAL
DEV005,Chhatrapati Sambhajinagar,2026-08-01 08:31:00,2026-08-01 08:31:00,35.45,NORMAL
DEV005,Chhatrapati Sambhajinagar,2026-08-01 08:32:00,2026-08-01 08:32:00,25.09,NORMAL
DEV003,Nashik,2026-08-01 08:33:00,2026-08-01 08:33:00,24.69,NORMAL
DEV001,Pune,2026-08-01 08:34:00,2026-08-01 08:34:00,31.72,NORMAL
DEV001,Pune,2026-08-01 08:35:00,2026-08-01 08:35:00,30.76,NORMAL
DEV002,Mumbai,2026-08-01 08:36:00,2026-08-01 08:36:00,28.54,NORMAL
DEV002,Mumbai,2026-08-01 08:37:00,2026-08-01 08:37:00,30.64,NORMAL
DEV003,Nashik,2026-08-01 08:38:00,2026-08-01 08:38:00,29.02,NORMAL
DEV001,Pune,2026-08-01 08:39:00,2026-08-01 08:39:00,29.68,NORMAL
DEV005,Chhatrapati Sambhajinagar,2026-08-01 08:40:00,2026-08-01 08:40:00,23.94,NORMAL
DEV005,Chhatrapati Sambhajinagar,2026-08-01 08:41:00,2026-08-01 08:41:00,34.25,NORMAL
DEV003,Nashik,2026-08-01 08:42:00,2026-08-01 08:42:00,37.08,NORMAL
DEV002,Mumbai,2026-08-01 08:43:00,2026-08-01 08:43:00,23.49,NORMAL
DEV002,Mumbai,2026-08-01 08:44:00,2026-08-01 08:44:00,23.63,NORMAL
DEV002,Mumbai,2026-08-01 08:45:00,2026-08-01 08:45:00,27.87,NORMAL
DEV005,Chhatrapati Sambhajinagar,2026-08-01 08:46:00,2026-08-01 08:46:00,25.24,NORMAL
DEV003,Nashik,2026-08-01 08:47:00,2026-08-01 08:47:00,22.86,NORMAL
DEV001,Pune,2026-08-01 08:48:00,2026-08-01 08:48:00,31.18,NORMAL
DEV003,Nashik,2026-08-01 08:49:00,2026-08-01 08:49:00,30.45,NORMAL
DEV003,Nashik,2026-08-01 08:50:00,2026-08-01 08:50:00,22.28,NORMAL
DEV003,Nashik,2026-08-01 08:51:00,2026-08-01 08:51:00,24.8,NORMAL
DEV002,Mumbai,2026-08-01 08:52:00,2026-08-01 08:52:00,26.39,NORMAL
DEV005,Chhatrapati Sambhajinagar,2026-08-01 08:53:00,2026-08-01 08:53:00,35.27,NORMAL
DEV004,Nagpur,2026-08-01 08:54:00,2026-08-01 08:54:00,25.82,NORMAL
DEV005,Chhatrapati Sambhajinagar,2026-08-01 08:55:00,2026-08-01 08:55:00,32.33,NORMAL
DEV003,Nashik,2026-08-01 08:56:00,2026-08-01 08:56:00,36.13,NORMAL
DEV001,Pune,2026-08-01 08:57:00,2026-08-01 08:57:00,24.54,NORMAL
DEV002,Mumbai,2026-08-01 08:58:00,2026-08-01 08:58:00,36.3,NORMAL
DEV005,Chhatrapati Sambhajinagar,2026-08-01 08:59:00,2026-08-01 08:59:00,37.8,NORMAL
DEV004,Nagpur,2026-08-01 09:00:00,2026-08-01 09:00:00,33.95,NORMAL
DEV002,Mumbai,2026-08-01 09:01:00,2026-08-01 09:01:00,32.17,NORMAL
DEV002,Mumbai,2026-08-01 09:02:00,2026-08-01 09:02:00,35.25,NORMAL
DEV002,Mumbai,2026-08-01 09:03:00,2026-08-01 09:03:00,32.29,NORMAL
DEV002,Mumbai,2026-08-01 09:04:00,2026-08-01 09:04:00,24.17,NORMAL
DEV002,Mumbai,2026-08-01 09:05:00,2026-08-01 09:05:00,30.9,NORMAL
DEV003,Nashik,2026-08-01 09:06:00,2026-08-01 09:06:00,35.48,NORMAL
DEV004,Nagpur,2026-08-01 08:48:00,2026-08-01 09:07:00,26.6,BACKDATED
DEV002,Mumbai,2026-08-01 09:08:00,2026-08-01 09:08:00,25.86,NORMAL
DEV002,Mumbai,2026-08-01 09:09:00,2026-08-01 09:09:00,30.2,NORMAL
DEV004,Nagpur,2026-08-01 09:10:00,2026-08-01 09:10:00,29.33,NORMAL
DEV003,Nashik,2026-08-01 09:11:00,2026-08-01 09:11:00,33.18,NORMAL
DEV003,Nashik,2026-08-01 09:12:00,2026-08-01 09:12:00,27.2,NORMAL
DEV004,Nagpur,2026-08-01 09:13:00,2026-08-01 09:13:00,26.46,NORMAL
DEV001,Pune,2026-08-01 08:59:00,2026-08-01 09:14:00,33.11,BACKDATED
DEV003,Nashik,2026-08-01 09:15:00,2026-08-01 09:15:00,29.2,NORMAL
DEV001,Pune,2026-08-01 09:16:00,2026-08-01 09:16:00,28.68,NORMAL
DEV003,Nashik,2026-08-01 09:17:00,2026-08-01 09:17:00,86.77,SENSOR_ANOMALY
DEV001,Pune,2026-08-01 09:18:00,2026-08-01 09:18:00,30.85,NORMAL
DEV001,Pune,2026-08-01 09:19:00,2026-08-01 09:19:00,23.81,NORMAL
DEV003,Nashik,2026-08-01 09:20:00,2026-08-01 09:20:00,31.61,NORMAL
DEV004,Nagpur,2026-08-01 09:21:00,2026-08-01 09:21:00,32.07,NORMAL
DEV003,Nashik,2026-08-01 09:22:00,2026-08-01 09:22:00,32.64,NORMAL
DEV005,Chhatrapati Sambhajinagar,2026-08-01 09:23:00,2026-08-01 09:23:00,27.81,NORMAL
DEV005,Chhatrapati Sambhajinagar,2026-08-01 09:24:00,2026-08-01 09:24:00,27.27,NORMAL
DEV004,Nagpur,2026-08-01 09:25:00,2026-08-01 09:25:00,36.33,NORMAL
DEV005,Chhatrapati Sambhajinagar,2026-08-01 09:26:00,2026-08-01 09:26:00,28.25,NORMAL
DEV004,Nagpur,2026-08-01 09:27:00,2026-08-01 09:27:00,29.9,NORMAL
DEV004,Nagpur,2026-08-01 09:28:00,2026-08-01 09:28:00,33.1,NORMAL
DEV005,Chhatrapati Sambhajinagar,2026-08-01 09:29:00,2026-08-01 09:29:00,23.69,NORMAL
DEV003,Nashik,2026-08-01 09:30:00,2026-08-01 09:30:00,32.49,NORMAL
DEV004,Nagpur,2026-08-01 09:31:00,2026-08-01 09:31:00,29.37,NORMAL
DEV002,Mumbai,2026-08-01 09:32:00,2026-08-01 09:32:00,22.41,NORMAL
DEV001,Pune,2026-08-01 09:33:00,2026-08-01 09:33:00,37.24,NORMAL
DEV001,Pune,2026-08-01 09:34:00,2026-08-01 09:34:00,27.29,NORMAL
