device_id,location,timestamp,arrival_time,reading_value,event_type,z_score,anomaly
DEV002,Mumbai,2026-08-01 03:48:00,2026-08-01 03:48:00,27.8,NORMAL,-0.38745488486305096,NO
DEV001,Pune,2026-08-01 03:49:00,2026-08-01 03:49:00,33.42,NORMAL,0.34984972585652846,NO
DEV004,Nagpur,2026-08-01 03:50:00,2026-08-01 03:50:00,26.6,NORMAL,-0.5448864743405412,NO
DEV001,Pune,2026-08-01 03:51:00,2026-08-01 03:51:00,37.41,NORMAL,0.8733097608691829,NO
DEV001,Pune,2026-08-01 03:52:00,2026-08-01 03:52:00,29.25,NORMAL,-0.19722504757775036,NO
DEV001,Pune,2026-08-01 03:53:00,2026-08-01 03:56:00,35.89,LATE,0.6738964141976957,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 03:54:00,2026-08-01 03:54:00,29.41,NORMAL,-0.17623416898075164,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 03:55:00,2026-08-01 04:03:00,35.88,LATE,0.6725844842853835,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 03:56:00,2026-08-01 03:56:00,33.73,NORMAL,0.3905195531382128,NO
DEV004,Nagpur,2026-08-01 03:57:00,2026-08-01 03:57:00,26.69,NORMAL,-0.5330791051297293,NO
DEV002,Mumbai,2026-08-01 03:58:00,2026-08-01 03:58:00,32.08,NORMAL,0.17405111760666392,NO
DEV002,Mumbai,2026-08-01 03:59:00,2026-08-01 03:59:00,25.39,NORMAL,-0.7036299937303439,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 04:00:00,2026-08-01 04:00:00,28.12,NORMAL,-0.3454731276690535,NO
DEV004,Nagpur,2026-08-01 04:01:00,2026-08-01 04:01:00,23.18,NORMAL,-0.9935665043513885,NO
DEV003,Nashik,2026-08-01 04:02:00,2026-08-01 04:04:00,37.43,LATE,0.8759336206938081,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 04:03:00,2026-08-01 04:03:00,32.66,NORMAL,0.25014305252078395,NO
DEV002,Mumbai,2026-08-01 04:04:00,2026-08-01 04:04:00,36.43,NORMAL,0.7447406294625663,NO
DEV003,Nashik,2026-08-01 04:05:00,2026-08-01 04:05:00,33.17,NORMAL,0.31705147804871797,NO
DEV004,Nagpur,2026-08-01 04:06:00,2026-08-01 04:06:00,33.87,NORMAL,0.40888657191058675,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 04:07:00,2026-08-01 04:07:00,22.47,NORMAL,-1.0867135281255704,NO
DEV001,Pune,2026-08-01 04:08:00,2026-08-01 04:08:00,29.37,NORMAL,-0.1814818886300012,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 04:09:00,2026-08-01 04:09:00,22.93,NORMAL,-1.026364752159199,NO
DEV002,Mumbai,2026-08-01 04:10:00,2026-08-01 04:17:00,34.8,LATE,0.5308960537556416,NO
DEV001,Pune,2026-08-01 04:11:00,2026-08-01 04:11:00,37.69,NORMAL,0.9100437984139307,NO
DEV002,Mumbai,2026-08-01 04:12:00,2026-08-01 04:12:00,24.02,NORMAL,-0.8833643917171454,NO
DEV001,Pune,2026-08-01 04:13:00,2026-08-01 04:13:00,34.33,NORMAL,0.46923534787695814,NO
DEV001,Pune,2026-08-01 04:14:00,2026-08-01 04:14:00,24.24,NORMAL,-0.8545019336462724,NO
DEV003,Nashik,2026-08-01 04:15:00,2026-08-01 04:15:00,24.23,NORMAL,-0.8558138635585845,NO
DEV003,Nashik,2026-08-01 04:16:00,2026-08-01 04:16:00,27.27,NORMAL,-0.4569871702156093,NO
DEV002,Mumbai,2026-08-01 04:17:00,2026-08-01 04:17:00,34.88,NORMAL,0.5413914930541417,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 04:18:00,2026-08-01 04:18:00,27.02,NORMAL,-0.4897854180234198,NO
DEV001,Pune,2026-08-01 04:19:00,2026-08-01 04:19:00,34.12,NORMAL,0.44168481971839724,NO
DEV001,Pune,2026-08-01 04:20:00,2026-08-01 04:20:00,93.46,SENSOR_ANOMALY,8.226676919380289,YES
DEV002,Mumbai,2026-08-01 04:21:00,2026-08-01 04:21:00,29.18,NORMAL,-0.2064085569639373,NO
DEV003,Nashik,2026-08-01 04:22:00,2026-08-01 04:22:00,24.37,NORMAL,-0.8374468447862106,NO
DEV003,Nashik,2026-08-01 04:23:00,2026-08-01 04:23:00,28.11,NORMAL,-0.34678505758136613,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 04:24:00,2026-08-01 04:24:00,26.28,NORMAL,-0.5868682315345386,NO
DEV004,Nagpur,2026-08-01 04:25:00,2026-08-01 04:25:00,34.95,NORMAL,0.5505750024403286,NO
DEV001,Pune,2026-08-01 04:26:00,2026-08-01 04:26:00,23.01,NORMAL,-1.0158693128606995,NO
DEV003,Nashik,2026-08-01 04:27:00,2026-08-01 04:27:00,29.44,NORMAL,-0.17229837924381422,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 04:28:00,2026-08-01 04:28:00,25.95,NORMAL,-0.6301619186408486,NO
DEV001,Pune,2026-08-01 04:29:00,2026-08-01 04:29:00,23.42,NORMAL,-0.9620801864558902,NO
DEV004,Nagpur,2026-08-01 04:30:00,2026-08-01 04:30:00,32.47,NORMAL,0.2252163841868483,NO
DEV003,Nashik,2026-08-01 04:31:00,2026-08-01 04:31:00,22.34,NORMAL,-1.1037686169856318,NO
DEV004,Nagpur,2026-08-01 04:32:00,2026-08-01 04:32:00,31.52,NORMAL,0.10058304251716864,NO
DEV003,Nashik,2026-08-01 04:33:00,2026-08-01 04:33:00,32.23,NORMAL,0.19373006629135,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 04:34:00,2026-08-01 04:34:00,29.37,NORMAL,-0.1814818886300012,NO
DEV002,Mumbai,2026-08-01 04:35:00,2026-08-01 04:35:00,35.6,NORMAL,0.6358504467406357,NO
DEV002,Mumbai,2026-08-01 04:36:00,2026-08-01 04:36:00,30.14,NORMAL,-0.08046328538194501,NO
DEV002,Mumbai,2026-08-01 04:37:00,2026-08-01 04:37:00,32.89,NORMAL,0.2803174405039701,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 04:38:00,2026-08-01 04:38:00,32.55,NORMAL,0.23571182348534744,NO
DEV003,Nashik,2026-08-01 04:39:00,2026-08-01 04:39:00,25.11,NORMAL,-0.7403640312750918,NO
DEV002,Mumbai,2026-08-01 04:40:00,2026-08-01 04:40:00,23.81,NORMAL,-0.9109149198757063,NO
DEV002,Mumbai,2026-08-01 04:41:00,2026-08-01 04:41:00,33.13,NORMAL,0.31180375839946844,NO
DEV004,Nagpur,2026-08-01 04:42:00,2026-08-01 04:42:00,37.38,NORMAL,0.8693739711322463,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 04:43:00,2026-08-01 04:43:00,22.68,NORMAL,-1.0591629999670094,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 04:44:00,2026-08-01 04:44:00,23.8,NORMAL,-0.9122268497880184,NO
DEV001,Pune,2026-08-01 04:45:00,2026-08-01 04:53:00,34.35,LATE,0.47185920770158335,NO
DEV002,Mumbai,2026-08-01 04:46:00,2026-08-01 04:46:00,35.53,NORMAL,0.6266669373544488,NO
DEV003,Nashik,2026-08-01 04:47:00,2026-08-01 04:47:00,24.53,NORMAL,-0.8164559661892118,NO
DEV002,Mumbai,2026-08-01 04:48:00,2026-08-01 04:48:00,25.31,NORMAL,-0.7141254330288435,NO
DEV004,Nagpur,2026-08-01 04:49:00,2026-08-01 04:52:00,35.15,LATE,0.5768136006865765,NO
DEV004,Nagpur,2026-08-01 04:50:00,2026-08-01 04:50:00,35.05,NORMAL,0.5636943015634521,NO
DEV004,Nagpur,2026-08-01 04:51:00,2026-08-01 04:51:00,34.69,NORMAL,0.5164648247202052,NO
DEV002,Mumbai,2026-08-01 04:52:00,2026-08-01 04:52:00,37.85,NORMAL,0.9310346770109299,NO
DEV001,Pune,2026-08-01 04:53:00,2026-08-01 04:53:00,26.8,NORMAL,-0.5186478760942929,NO
DEV002,Mumbai,2026-08-01 04:54:00,2026-08-01 04:54:00,23.13,NORMAL,-1.0001261539129507,NO
DEV003,Nashik,2026-08-01 04:55:00,2026-08-01 04:55:00,23.09,NORMAL,-1.0053738735622002,NO
DEV001,Pune,2026-08-01 04:56:00,2026-08-01 04:56:00,37.53,NORMAL,0.8890529198169325,NO
DEV001,Pune,2026-08-01 04:57:00,2026-08-01 04:57:00,24.99,NORMAL,-0.7561071902228409,NO
DEV002,Mumbai,2026-08-01 04:58:00,2026-08-01 04:58:00,33.93,NORMAL,0.41675815138446154,NO
DEV003,Nashik,2026-08-01 04:59:00,2026-08-01 04:59:00,34.82,NORMAL,0.5335199135802668,NO
DEV001,Pune,2026-08-01 05:00:00,2026-08-01 05:09:00,32.75,LATE,0.26195042173159616,NO
DEV003,Nashik,2026-08-01 05:01:00,2026-08-01 05:01:00,32.63,NORMAL,0.2462072627838475,NO
DEV004,Nagpur,2026-08-01 05:02:00,2026-08-01 05:02:00,35.93,NORMAL,0.6791441338469453,NO
DEV002,Mumbai,2026-08-01 05:03:00,2026-08-01 05:03:00,23.51,NORMAL,-0.9502728172450785,NO
DEV004,Nagpur,2026-08-01 05:04:00,2026-08-01 05:04:00,80.75,SENSOR_ANOMALY,6.559214000831205,YES
DEV002,Mumbai,2026-08-01 05:05:00,2026-08-01 05:05:00,37.79,NORMAL,0.923163097537055,NO
DEV001,Pune,2026-08-01 05:06:00,2026-08-01 05:06:00,33.32,NORMAL,0.3367304267334041,NO
DEV004,Nagpur,2026-08-01 05:07:00,2026-08-01 05:07:00,37.09,NORMAL,0.8313280036751863,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 05:08:00,2026-08-01 05:08:00,23.35,NORMAL,-0.9712636958420772,NO
DEV003,Nashik,2026-08-01 05:09:00,2026-08-01 05:09:00,35.02,NORMAL,0.5597585118265156,NO
DEV004,Nagpur,2026-08-01 05:10:00,2026-08-01 05:10:00,24.24,NORMAL,-0.8545019336462724,NO
DEV004,Nagpur,2026-08-01 05:11:00,2026-08-01 05:11:00,28.5,NORMAL,-0.29561979100118174,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 05:12:00,2026-08-01 05:12:00,30.61,NORMAL,-0.018802579503261484,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 05:13:00,2026-08-01 05:13:00,29.74,NORMAL,-0.13294048187444205,NO
DEV002,Mumbai,2026-08-01 05:04:00,2026-08-01 05:14:00,33.06,BACKDATED,0.30262024901328144,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 05:15:00,2026-08-01 05:15:00,28.8,NORMAL,-0.25626189363180907,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 05:16:00,2026-08-01 05:16:00,32.53,NORMAL,0.23308796366072312,NO
DEV002,Mumbai,2026-08-01 05:17:00,2026-08-01 05:17:00,35.58,NORMAL,0.6332265869160104,NO
DEV001,Pune,2026-08-01 05:18:00,2026-08-01 05:18:00,26.17,NORMAL,-0.6012994605699751,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 05:19:00,2026-08-01 05:19:00,26.04,NORMAL,-0.6183545494300369,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 05:20:00,2026-08-01 05:20:00,28.13,NORMAL,-0.34416119775674137,NO
DEV004,Nagpur,2026-08-01 05:21:00,2026-08-01 05:21:00,28.89,NORMAL,-0.24445452442099735,NO
DEV001,Pune,2026-08-01 05:22:00,2026-08-01 05:22:00,36.71,NORMAL,0.781474667007314,NO
DEV002,Mumbai,2026-08-01 05:23:00,2026-08-01 05:23:00,34.89,NORMAL,0.5427034229664539,NO
DEV003,Nashik,2026-08-01 05:24:00,2026-08-01 05:24:00,25.81,NORMAL,-0.6485289374132226,NO
DEV001,Pune,2026-08-01 05:25:00,2026-08-01 05:25:00,33.55,NORMAL,0.3669048147165893,NO
DEV002,Mumbai,2026-08-01 05:26:00,2026-08-01 05:26:00,33.14,NORMAL,0.3131156883117806,NO
DEV002,Mumbai,2026-08-01 05:27:00,2026-08-01 05:33:00,34.72,LATE,0.5204006144571425,NO
DEV001,Pune,2026-08-01 05:28:00,2026-08-01 05:28:00,34.08,NORMAL,0.43643710006914765,NO
DEV003,Nashik,2026-08-01 05:29:00,2026-08-01 05:29:00,36.18,NORMAL,0.7119423816547558,NO
DEV004,Nagpur,2026-08-01 05:30:00,2026-08-01 05:34:00,32.65,LATE,0.24883112260847182,NO
DEV002,Mumbai,2026-08-01 05:31:00,2026-08-01 05:31:00,28.29,NORMAL,-0.32317031915974265,NO
DEV001,Pune,2026-08-01 05:32:00,2026-08-01 05:32:00,28.36,NORMAL,-0.3139868097735557,NO
DEV003,Nashik,2026-08-01 05:33:00,2026-08-01 05:33:00,29.52,NORMAL,-0.1618029399453151,NO
DEV004,Nagpur,2026-08-01 05:34:00,2026-08-01 05:34:00,24.42,NORMAL,-0.8308871952246484,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 05:35:00,2026-08-01 05:35:00,30.46,NORMAL,-0.038481528187947575,NO
DEV004,Nagpur,2026-08-01 05:36:00,2026-08-01 05:42:00,33.5,LATE,0.36034516515502757,NO
DEV004,Nagpur,2026-08-01 05:37:00,2026-08-01 05:37:00,31.72,NORMAL,0.12682164076341693,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 05:38:00,2026-08-01 05:38:00,31.01,NORMAL,0.033674616989235545,NO
DEV001,Pune,2026-08-01 05:39:00,2026-08-01 05:39:00,22.67,NORMAL,-1.0604749298793217,NO
DEV004,Nagpur,2026-08-01 05:40:00,2026-08-01 05:40:00,26.9,NORMAL,-0.5055285769711689,NO
DEV002,Mumbai,2026-08-01 05:41:00,2026-08-01 05:41:00,27.42,NORMAL,-0.43730822153092275,NO
DEV004,Nagpur,2026-08-01 05:42:00,2026-08-01 05:42:00,30.56,NORMAL,-0.02536222906482367,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 05:43:00,2026-08-01 05:43:00,24.53,NORMAL,-0.8164559661892118,NO
DEV004,Nagpur,2026-08-01 05:44:00,2026-08-01 05:44:00,30.56,NORMAL,-0.02536222906482367,NO
DEV002,Mumbai,2026-08-01 05:45:00,2026-08-01 05:45:00,32.75,NORMAL,0.26195042173159616,NO
DEV002,Mumbai,2026-08-01 05:46:00,2026-08-01 05:46:00,28.15,NORMAL,-0.3415373379321166,NO
DEV003,Nashik,2026-08-01 05:47:00,2026-08-01 05:47:00,23.53,NORMAL,-0.9476489574204536,NO
DEV001,Pune,2026-08-01 05:48:00,2026-08-01 05:48:00,96.26,SENSOR_ANOMALY,8.594017294827767,YES
DEV001,Pune,2026-08-01 05:49:00,2026-08-01 05:49:00,35.94,NORMAL,0.6804560637592575,NO
DEV004,Nagpur,2026-08-01 05:50:00,2026-08-01 05:50:00,31.89,NORMAL,0.14912444927272825,NO
DEV002,Mumbai,2026-08-01 05:51:00,2026-08-01 05:51:00,23.66,NORMAL,-0.9305938685603924,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 05:52:00,2026-08-01 05:52:00,37.49,NORMAL,0.8838052001676829,NO
DEV003,Nashik,2026-08-01 05:53:00,2026-08-01 05:53:00,37.25,NORMAL,0.8523188822721846,NO
DEV004,Nagpur,2026-08-01 05:54:00,2026-08-01 05:54:00,35.58,NORMAL,0.6332265869160104,NO
DEV001,Pune,2026-08-01 05:27:00,2026-08-01 05:55:00,37.97,BACKDATED,0.9467778359586786,NO
DEV003,Nashik,2026-08-01 05:56:00,2026-08-01 05:56:00,33.19,NORMAL,0.3196753378733423,NO
DEV003,Nashik,2026-08-01 05:57:00,2026-08-01 05:57:00,37.38,NORMAL,0.8693739711322463,NO
DEV002,Mumbai,2026-08-01 05:58:00,2026-08-01 05:58:00,32.39,NORMAL,0.2147209448883492,NO
DEV001,Pune,2026-08-01 05:59:00,2026-08-01 05:59:00,27.3,NORMAL,-0.4530513804786719,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 06:00:00,2026-08-01 06:00:00,30.02,NORMAL,-0.09620644432969416,NO
DEV004,Nagpur,2026-08-01 06:01:00,2026-08-01 06:01:00,32.82,NORMAL,0.27113393111778317,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 06:02:00,2026-08-01 06:02:00,27.1,NORMAL,-0.4792899787249202,NO
DEV001,Pune,2026-08-01 06:03:00,2026-08-01 06:05:00,31.59,LATE,0.1097665519033556,NO
DEV001,Pune,2026-08-01 06:04:00,2026-08-01 06:04:00,31.43,NORMAL,0.08877567330635688,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 06:05:00,2026-08-01 06:05:00,25.64,NORMAL,-0.6708317459225334,NO
DEV004,Nagpur,2026-08-01 06:06:00,2026-08-01 06:06:00,32.08,NORMAL,0.17405111760666392,NO
DEV003,Nashik,2026-08-01 06:07:00,2026-08-01 06:07:00,37.16,NORMAL,0.8405115130613724,NO
DEV001,Pune,2026-08-01 06:01:00,2026-08-01 06:08:00,35.53,BACKDATED,0.6266669373544488,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 06:09:00,2026-08-01 06:09:00,27.84,NORMAL,-0.3822071652138014,NO
DEV004,Nagpur,2026-08-01 06:10:00,2026-08-01 06:10:00,34.95,NORMAL,0.5505750024403286,NO
DEV003,Nashik,2026-08-01 06:11:00,2026-08-01 06:11:00,22.7,NORMAL,-1.0565391401423847,NO
DEV002,Mumbai,2026-08-01 06:12:00,2026-08-01 06:12:00,32.99,NORMAL,0.2934367396270945,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 06:13:00,2026-08-01 06:13:00,36.61,NORMAL,0.7683553678841897,NO
DEV003,Nashik,2026-08-01 06:14:00,2026-08-01 06:14:00,33.48,NORMAL,0.35772130533040236,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 06:15:00,2026-08-01 06:15:00,36.62,NORMAL,0.7696672977965019,NO
DEV004,Nagpur,2026-08-01 06:16:00,2026-08-01 06:16:00,34.35,NORMAL,0.47185920770158335,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 06:17:00,2026-08-01 06:17:00,26.34,NORMAL,-0.5789966520606642,NO
DEV004,Nagpur,2026-08-01 06:18:00,2026-08-01 06:18:00,30.75,NORMAL,-0.00043556073088754687,NO
DEV001,Pune,2026-08-01 06:19:00,2026-08-01 06:19:00,33.7,NORMAL,0.3865837634012763,NO
DEV002,Mumbai,2026-08-01 06:20:00,2026-08-01 06:20:00,28.4,NORMAL,-0.3087390901243061,NO
DEV001,Pune,2026-08-01 06:21:00,2026-08-01 06:21:00,24.6,NORMAL,-0.8072724568030248,NO
DEV001,Pune,2026-08-01 06:22:00,2026-08-01 06:22:00,30.62,NORMAL,-0.01749064959094886,NO
DEV001,Pune,2026-08-01 06:23:00,2026-08-01 06:23:00,32.72,NORMAL,0.2580146319946588,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 06:24:00,2026-08-01 06:24:00,25.86,NORMAL,-0.6419692878516604,NO
DEV002,Mumbai,2026-08-01 06:25:00,2026-08-01 06:25:00,37.05,NORMAL,0.8260802840259358,NO
DEV002,Mumbai,2026-08-01 06:26:00,2026-08-01 06:26:00,32.85,NORMAL,0.27506972085472053,NO
DEV001,Pune,2026-08-01 06:27:00,2026-08-01 06:27:00,22.84,NORMAL,-1.0381721213700108,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 06:28:00,2026-08-01 06:28:00,37.75,NORMAL,0.9179153778878055,NO
DEV002,Mumbai,2026-08-01 06:29:00,2026-08-01 06:29:00,23.9,NORMAL,-0.8991075506648946,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 06:30:00,2026-08-01 06:30:00,36.26,NORMAL,0.7224378209532549,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 06:31:00,2026-08-01 06:31:00,34.95,NORMAL,0.5505750024403286,NO
DEV002,Mumbai,2026-08-01 06:32:00,2026-08-01 06:32:00,36.6,NORMAL,0.7670434379718776,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 06:33:00,2026-08-01 06:33:00,22.11,NORMAL,-1.1339430049688173,NO
DEV001,Pune,2026-08-01 06:34:00,2026-08-01 06:34:00,26.6,NORMAL,-0.5448864743405412,NO
DEV004,Nagpur,2026-08-01 06:35:00,2026-08-01 06:35:00,30.17,NORMAL,-0.0765274956450076,NO
DEV004,Nagpur,2026-08-01 06:36:00,2026-08-01 06:36:00,34.93,NORMAL,0.5479511426157034,NO
DEV003,Nashik,2026-08-01 06:37:00,2026-08-01 06:37:00,29.27,NORMAL,-0.19460118775312557,NO
DEV002,Mumbai,2026-08-01 06:38:00,2026-08-01 06:38:00,23.16,NORMAL,-0.9961903641760133,NO
DEV004,Nagpur,2026-08-01 06:39:00,2026-08-01 06:39:00,29.63,NORMAL,-0.14737171090987858,NO
DEV003,Nashik,2026-08-01 06:40:00,2026-08-01 06:40:00,35.36,NORMAL,0.6043641288451373,NO
DEV003,Nashik,2026-08-01 06:41:00,2026-08-01 06:41:00,35.14,NORMAL,0.5755016707742643,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 06:42:00,2026-08-01 06:42:00,24.93,NORMAL,-0.7639787696967153,NO
DEV004,Nagpur,2026-08-01 06:43:00,2026-08-01 06:43:00,22.45,NORMAL,-1.089337387950195,NO
DEV004,Nagpur,2026-08-01 06:44:00,2026-08-01 06:44:00,25.49,NORMAL,-0.6905106946072199,NO
DEV002,Mumbai,2026-08-01 06:45:00,2026-08-01 06:45:00,34.52,NORMAL,0.49416201621089473,NO
DEV002,Mumbai,2026-08-01 06:46:00,2026-08-01 06:46:00,36.84,NORMAL,0.7985297558673758,NO
DEV004,Nagpur,2026-08-01 06:47:00,2026-08-01 06:47:00,26.38,NORMAL,-0.5737489324114147,NO
DEV002,Mumbai,2026-08-01 06:48:00,2026-08-01 06:48:00,37.41,NORMAL,0.8733097608691829,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 06:49:00,2026-08-01 06:49:00,25.35,NORMAL,-0.7088777133795935,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 06:50:00,2026-08-01 06:50:00,36.57,NORMAL,0.7631076482349402,NO
DEV004,Nagpur,2026-08-01 06:51:00,2026-08-01 06:51:00,37.39,NORMAL,0.8706859010445586,NO
DEV003,Nashik,2026-08-01 06:52:00,2026-08-01 06:52:00,24.69,NORMAL,-0.7954650875922131,NO
DEV001,Pune,2026-08-01 06:53:00,2026-08-01 06:53:00,37.11,NORMAL,0.8339518634998107,NO
DEV004,Nagpur,2026-08-01 06:54:00,2026-08-01 06:54:00,26.28,NORMAL,-0.5868682315345386,NO
DEV001,Pune,2026-08-01 06:55:00,2026-08-01 06:55:00,29.27,NORMAL,-0.19460118775312557,NO
DEV002,Mumbai,2026-08-01 06:56:00,2026-08-01 07:01:00,33.41,LATE,0.34853779594421536,NO
DEV002,Mumbai,2026-08-01 06:57:00,2026-08-01 06:57:00,26.04,NORMAL,-0.6183545494300369,NO
DEV001,Pune,2026-08-01 06:58:00,2026-08-01 06:58:00,30.14,NORMAL,-0.08046328538194501,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 06:59:00,2026-08-01 06:59:00,25.63,NORMAL,-0.672143675834846,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 07:00:00,2026-08-01 07:00:00,37.06,NORMAL,0.8273922139382489,NO
DEV001,Pune,2026-08-01 07:01:00,2026-08-01 07:01:00,30.8,NORMAL,0.00612408883067464,NO
DEV004,Nagpur,2026-08-01 07:02:00,2026-08-01 07:02:00,29.05,NORMAL,-0.22346364582399864,NO
DEV003,Nashik,2026-08-01 07:03:00,2026-08-01 07:03:00,22.55,NORMAL,-1.0762180888270707,NO
DEV001,Pune,2026-08-01 07:04:00,2026-08-01 07:04:00,24.26,NORMAL,-0.851878073821647,NO
DEV001,Pune,2026-08-01 07:05:00,2026-08-01 07:05:00,70.32,SENSOR_ANOMALY,5.190871102289352,YES
DEV005,Chhatrapati Sambhajinagar,2026-08-01 07:06:00,2026-08-01 07:06:00,23.97,NORMAL,-0.8899240412787076,NO
DEV002,Mumbai,2026-08-01 07:07:00,2026-08-01 07:07:00,36.12,NORMAL,0.7040708021808809,NO
DEV003,Nashik,2026-08-01 07:08:00,2026-08-01 07:08:00,23.69,NORMAL,-0.926658078823455,NO
DEV003,Nashik,2026-08-01 07:09:00,2026-08-01 07:09:00,26.33,NORMAL,-0.5803085819729769,NO
DEV001,Pune,2026-08-01 07:10:00,2026-08-01 07:10:00,30.77,NORMAL,0.0021882990937372344,NO
DEV003,Nashik,2026-08-01 07:11:00,2026-08-01 07:11:00,27.14,NORMAL,-0.4740422590756706,NO
DEV002,Mumbai,2026-08-01 06:58:00,2026-08-01 07:12:00,32.93,BACKDATED,0.2855651601532197,NO
DEV001,Pune,2026-08-01 07:13:00,2026-08-01 07:13:00,32.91,NORMAL,0.28294130032859444,NO
DEV003,Nashik,2026-08-01 07:14:00,2026-08-01 07:14:00,24.01,NORMAL,-0.8846763216294575,NO
DEV002,Mumbai,2026-08-01 07:15:00,2026-08-01 07:15:00,37.56,NORMAL,0.8929887095538699,NO
DEV004,Nagpur,2026-08-01 07:16:00,2026-08-01 07:16:00,25.25,NORMAL,-0.7219970125027179,NO
DEV001,Pune,2026-08-01 07:17:00,2026-08-01 07:17:00,36.77,NORMAL,0.7893462464811889,NO
DEV002,Mumbai,2026-08-01 07:18:00,2026-08-01 07:18:00,37.2,NORMAL,0.8457592327106229,NO
DEV002,Mumbai,2026-08-01 07:19:00,2026-08-01 07:19:00,24.86,NORMAL,-0.7731622790829022,NO
DEV001,Pune,2026-08-01 07:20:00,2026-08-01 07:20:00,27.44,NORMAL,-0.434684361706298,NO
DEV001,Pune,2026-08-01 07:21:00,2026-08-01 07:21:00,28.04,NORMAL,-0.35596856696755313,NO
DEV003,Nashik,2026-08-01 07:22:00,2026-08-01 07:22:00,25.2,NORMAL,-0.72855666206428,NO
DEV004,Nagpur,2026-08-01 07:23:00,2026-08-01 07:23:00,36.35,NORMAL,0.7342451901640671,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 07:24:00,2026-08-01 07:24:00,36.15,NORMAL,0.7080065919178183,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 07:25:00,2026-08-01 07:25:00,37.16,NORMAL,0.8405115130613724,NO
DEV003,Nashik,2026-08-01 07:26:00,2026-08-01 07:26:00,28.45,NORMAL,-0.30217944056274393,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 07:27:00,2026-08-01 07:27:00,27.73,NORMAL,-0.3966383942492379,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 07:28:00,2026-08-01 07:28:00,37.19,NORMAL,0.8444473027983098,NO
DEV004,Nagpur,2026-08-01 07:29:00,2026-08-01 07:29:00,23.76,NORMAL,-0.917474569437268,NO
DEV001,Pune,2026-08-01 07:30:00,2026-08-01 07:30:00,33.78,NORMAL,0.3970792026997755,NO
DEV004,Nagpur,2026-08-01 07:31:00,2026-08-01 07:31:00,35.57,NORMAL,0.6319146570036983,NO
DEV003,Nashik,2026-08-01 07:32:00,2026-08-01 07:32:00,32.97,NORMAL,0.2908128798024692,NO
DEV001,Pune,2026-08-01 07:33:00,2026-08-01 07:33:00,37.81,NORMAL,0.9257869573616804,NO
DEV002,Mumbai,2026-08-01 07:34:00,2026-08-01 07:34:00,28.03,NORMAL,-0.3572804968798653,NO
DEV004,Nagpur,2026-08-01 07:35:00,2026-08-01 07:35:00,37.83,NORMAL,0.9284108171863047,NO
DEV002,Mumbai,2026-08-01 07:36:00,2026-08-01 07:36:00,28.55,NORMAL,-0.28906014143961956,NO
