session,block,series,query,config,runs,exec_median,exec_p25,exec_p75,exec_min,exec_max,plan_median,plan_p25,plan_p75,index_used_runs,indexes_used,plan_shapes,shared_hit,top_rows,scan_plan_rows,rows_removed_filter,rows_removed_recheck,exact_heap_blocks,lossy_heap_blocks,rows_ok
1,D5,D5@J-4c,D5,J-4c,15,9.136,8.662,9.598,8.224,10.803,0.033,0.033,0.036,0,,Seq Scan on jsonb_geog,879,262,1,4738,0,0,0,True
1,D5,D5@Y-0,D5,Y-0,15,8.189,7.973,8.538,7.777,9.363,0.038,0.034,0.042,0,,Seq Scan on flat_geog,39,262,1,4738,0,0,0,True
1,D5,D5@Y-1,D5,Y-1,15,1.36,1.22,1.483,1.186,1.565,0.892,0.859,0.954,15,flat_geog_gist_idx,Bitmap Heap Scan on flat_geog_gist [Bitmap Index Scan using flat_geog_gist_idx],46,262,1,309,0,39,0,True
1,D5,D5@Y-2,D5,Y-2,15,1.632,1.473,1.734,1.437,1.95,0.954,0.851,1.053,15,flat_geog_spgist_idx,Bitmap Heap Scan on flat_geog_spgist [Bitmap Index Scan using flat_geog_spgist_idx],188,262,1,309,0,39,0,True
1,D5-s,D5-s@J-0y,D5-s,J-0y,15,27.399,26.553,28.394,24.757,29.695,0.037,0.036,0.039,0,,Seq Scan on jsonb_doc,981,262,1,4738,0,0,0,True
1,D5-s,D5-s@J-2,D5-s,J-2,15,3.935,3.563,4.145,3.505,8.203,1.081,0.971,1.144,15,jsonb_doc_expr_geog_gist_idx,Bitmap Heap Scan on jsonb_doc_expr [Bitmap Index Scan using jsonb_doc_expr_geog_gist_idx],455,262,1,309,0,449,0,True
1,D5-s,D5-s@J-4,D5-s,J-4,15,0.701,0.668,0.785,0.613,0.926,0.901,0.869,0.957,15,jsonb_geog_gist_idx,Bitmap Heap Scan on jsonb_geog_gist [Bitmap Index Scan using jsonb_geog_gist_idx],439,262,1,309,0,432,0,True
1,D5-s,D5-s@J-4c,D5-s,J-4c,15,3.115,2.991,3.322,2.854,4.716,0.034,0.03,0.037,0,,Seq Scan on jsonb_geog,879,262,1,4738,0,0,0,True
1,D5-s,D5-s@Y-0,D5-s,Y-0,15,2.422,2.307,2.531,2.254,2.628,0.032,0.029,0.034,0,,Seq Scan on flat_geog,39,262,1,4738,0,0,0,True
1,D5-s,D5-s@Y-1,D5-s,Y-1,15,0.484,0.454,0.531,0.442,0.706,0.927,0.884,0.944,15,flat_geog_gist_idx,Bitmap Heap Scan on flat_geog_gist [Bitmap Index Scan using flat_geog_gist_idx],46,262,1,309,0,39,0,True
1,D5-s,D5-s@Y-2,D5-s,Y-2,15,0.789,0.755,0.846,0.723,1.037,0.961,0.901,1.035,15,flat_geog_spgist_idx,Bitmap Heap Scan on flat_geog_spgist [Bitmap Index Scan using flat_geog_spgist_idx],188,262,1,309,0,39,0,True
1,D6,D6@J-0y,D6,J-0y,15,33.963,32.708,35.242,30.825,43.8,0.038,0.037,0.046,0,,Seq Scan on jsonb_doc,981,15,1,4985,0,0,0,True
1,D6,D6@J-2,D6,J-2,15,0.329,0.282,0.357,0.25,0.411,0.514,0.456,0.558,15,jsonb_doc_expr_geog_gist_idx,Index Scan using jsonb_doc_expr_geog_gist_idx,30,15,1,13,0,0,0,True
1,D6,D6@J-4,D6,J-4,15,0.098,0.093,0.118,0.078,0.187,0.425,0.419,0.471,15,jsonb_geog_gist_idx,Index Scan using jsonb_geog_gist_idx,31,15,1,13,0,0,0,True
1,D6,D6@J-4c,D6,J-4c,15,9.1,8.895,9.512,8.67,10.07,0.035,0.032,0.039,0,,Seq Scan on jsonb_geog,879,15,1,4985,0,0,0,True
1,D6,D6@Y-0,D6,Y-0,15,8.168,8.03,8.63,7.901,9.014,0.037,0.033,0.039,0,,Seq Scan on flat_geog,39,15,1,4985,0,0,0,True
1,D6,D6@Y-1,D6,Y-1,15,0.116,0.105,0.149,0.089,0.19,0.463,0.454,0.481,15,flat_geog_gist_idx,Index Scan using flat_geog_gist_idx,26,15,1,13,0,0,0,True
1,D6,D6@Y-2,D6,Y-2,15,0.448,0.42,0.476,0.367,0.587,0.468,0.432,0.517,15,flat_geog_spgist_idx,Index Scan using flat_geog_spgist_idx,173,15,1,13,0,0,0,True
1,D6,MD6@G-0,MD6,G-0,15,0.648,0.632,0.697,0.623,0.74,0.088,0.067,0.098,0,,Seq Scan on flat_geom,39,15,1,4985,0,0,0,True
1,D6,MD6@G-1,MD6,G-1,15,0.071,0.063,0.072,0.058,0.082,0.089,0.077,0.108,15,flat_geom_gist_idx,Index Scan using flat_geom_gist_idx,25,15,1,7,0,0,0,True
1,D6-s,D6-s@J-0y,D6-s,J-0y,15,29.023,28.071,30.26,24.459,41.466,0.038,0.035,0.043,0,,Seq Scan on jsonb_doc,981,15,1,4985,0,0,0,True
1,D6-s,D6-s@J-2,D6-s,J-2,15,0.312,0.28,0.329,0.253,0.378,0.495,0.467,0.565,15,jsonb_doc_expr_geog_gist_idx,Index Scan using jsonb_doc_expr_geog_gist_idx,30,15,1,13,0,0,0,True
1,D6-s,D6-s@J-4,D6-s,J-4,15,0.086,0.071,0.108,0.066,0.177,0.456,0.429,0.466,15,jsonb_geog_gist_idx,Index Scan using jsonb_geog_gist_idx,31,15,1,13,0,0,0,True
1,D6-s,D6-s@J-4c,D6-s,J-4c,15,3.52,3.417,3.597,3.14,4.435,0.034,0.031,0.039,0,,Seq Scan on jsonb_geog,879,15,1,4985,0,0,0,True
1,D6-s,D6-s@Y-0,D6-s,Y-0,15,2.738,2.611,2.847,2.372,3.743,0.033,0.031,0.038,0,,Seq Scan on flat_geog,39,15,1,4985,0,0,0,True
1,D6-s,D6-s@Y-1,D6-s,Y-1,15,0.093,0.078,0.125,0.067,0.187,0.468,0.427,0.51,15,flat_geog_gist_idx,Index Scan using flat_geog_gist_idx,26,15,1,13,0,0,0,True
1,D6-s,D6-s@Y-2,D6-s,Y-2,15,0.449,0.365,0.514,0.317,0.627,0.494,0.425,0.531,15,flat_geog_spgist_idx,Index Scan using flat_geog_spgist_idx,173,15,1,13,0,0,0,True
1,D7,D7@J-0y,D7,J-0y,15,30.254,29.318,30.602,26.465,41.338,0.039,0.036,0.043,0,,Seq Scan on jsonb_doc,981,1,1,4999,0,0,0,True
1,D7,D7@J-2,D7,J-2,15,0.057,0.045,0.072,0.04,0.138,0.513,0.454,0.534,15,jsonb_doc_expr_geog_gist_idx,Index Scan using jsonb_doc_expr_geog_gist_idx,3,1,1,0,0,0,0,True
1,D7,D7@J-4,D7,J-4,15,0.035,0.029,0.041,0.026,0.052,0.429,0.412,0.453,15,jsonb_geog_gist_idx,Index Scan using jsonb_geog_gist_idx,3,1,1,0,0,0,0,True
1,D7,D7@J-4c,D7,J-4c,15,5.157,4.971,5.248,4.649,6.173,0.034,0.031,0.039,0,,Seq Scan on jsonb_geog,879,1,1,4999,0,0,0,True
1,D7,D7@Y-0,D7,Y-0,15,4.331,4.162,4.565,4.001,8.051,0.034,0.031,0.042,0,,Seq Scan on flat_geog,39,1,1,4999,0,0,0,True
1,D7,D7@Y-1,D7,Y-1,15,0.042,0.034,0.056,0.027,0.097,0.471,0.447,0.495,15,flat_geog_gist_idx,Index Scan using flat_geog_gist_idx,3,1,1,0,0,0,0,True
1,D7,D7@Y-2,D7,Y-2,15,0.419,0.354,0.483,0.271,0.574,0.482,0.46,0.54,15,flat_geog_spgist_idx,Index Scan using flat_geog_spgist_idx,150,1,1,0,0,0,0,True
1,D7-s,D7-s@J-0y,D7-s,J-0y,15,27.586,26.192,28.39,25.421,35.312,0.039,0.035,0.041,0,,Seq Scan on jsonb_doc,981,1,1,4999,0,0,0,True
1,D7-s,D7-s@J-2,D7-s,J-2,15,0.042,0.039,0.059,0.034,0.11,0.482,0.439,0.528,15,jsonb_doc_expr_geog_gist_idx,Index Scan using jsonb_doc_expr_geog_gist_idx,3,1,1,0,0,0,0,True
1,D7-s,D7-s@J-4,D7-s,J-4,15,0.03,0.027,0.047,0.025,0.072,0.438,0.404,0.466,15,jsonb_geog_gist_idx,Index Scan using jsonb_geog_gist_idx,3,1,1,0,0,0,0,True
1,D7-s,D7-s@J-4c,D7-s,J-4c,15,3.318,3.033,3.43,2.992,3.643,0.034,0.03,0.037,0,,Seq Scan on jsonb_geog,879,1,1,4999,0,0,0,True
1,D7-s,D7-s@Y-0,D7-s,Y-0,15,2.539,2.383,2.774,2.294,3.679,0.033,0.031,0.037,0,,Seq Scan on flat_geog,39,1,1,4999,0,0,0,True
1,D7-s,D7-s@Y-1,D7-s,Y-1,15,0.034,0.029,0.045,0.026,0.064,0.429,0.398,0.463,15,flat_geog_gist_idx,Index Scan using flat_geog_gist_idx,3,1,1,0,0,0,0,True
1,D7-s,D7-s@Y-2,D7-s,Y-2,15,0.357,0.343,0.493,0.288,0.58,0.459,0.405,0.484,15,flat_geog_spgist_idx,Index Scan using flat_geog_spgist_idx,150,1,1,0,0,0,0,True
1,K1,K1@J-0y,K1,J-0y,15,29.544,27.76,31.96,26.811,34.04,0.048,0.045,0.056,0,,Limit [Sort [Seq Scan on jsonb_doc]],981,10,5000,0,0,0,0,True
1,K1,K1@J-2,K1,J-2,15,0.19,0.181,0.205,0.175,0.367,0.07,0.058,0.081,15,jsonb_doc_expr_geog_gist_idx,Limit [Index Scan using jsonb_doc_expr_geog_gist_idx],14,10,5000,0,0,0,0,True
1,K1,K1@J-4,K1,J-4,15,0.11,0.107,0.12,0.101,0.188,0.044,0.041,0.048,15,jsonb_geog_gist_idx,Limit [Index Scan using jsonb_geog_gist_idx],14,10,5000,0,0,0,0,True
1,K1,K1@J-4c,K1,J-4c,15,3.893,3.704,4.161,3.595,6.942,0.041,0.034,0.046,0,,Limit [Sort [Seq Scan on jsonb_geog]],879,10,5000,0,0,0,0,True
1,K1,K1@Y-0,K1,Y-0,15,3.056,2.838,3.435,2.647,5.248,0.038,0.034,0.044,0,,Limit [Sort [Seq Scan on flat_geog]],39,10,5000,0,0,0,0,True
1,K1,K1@Y-1,K1,Y-1,15,0.105,0.095,0.117,0.087,0.193,0.044,0.039,0.049,15,flat_geog_gist_idx,Limit [Index Scan using flat_geog_gist_idx],13,10,5000,0,0,0,0,True
1,K1,K1@Y-2,K1,Y-2,15,3.289,3.157,3.5,2.664,5.624,0.049,0.043,0.063,0,,Limit [Sort [Seq Scan on flat_geog_spgist]],39,10,5000,0,0,0,0,True
1,K1,K1g@G-0,K1g,G-0,15,1.481,1.421,1.637,1.329,2.929,0.033,0.031,0.037,0,,Limit [Sort [Seq Scan on flat_geom]],39,10,5000,0,0,0,0,True
1,K1,K1g@G-1,K1g,G-1,15,0.054,0.051,0.06,0.049,0.107,0.041,0.038,0.046,15,flat_geom_gist_idx,Limit [Index Scan using flat_geom_gist_idx],13,10,5000,0,0,0,0,True
1,K2,K2@J-0y,K2,J-0y,15,29.501,28.84,30.558,24.975,32.775,0.046,0.045,0.048,0,,Limit [Sort [Seq Scan on jsonb_doc]],981,100,5000,0,0,0,0,True
1,K2,K2@J-2,K2,J-2,15,1.456,1.394,1.482,1.225,2.454,0.066,0.058,0.073,15,jsonb_doc_expr_geog_gist_idx,Limit [Index Scan using jsonb_doc_expr_geog_gist_idx],103,100,5000,0,0,0,0,True
1,K2,K2@J-4,K2,J-4,15,0.319,0.302,0.362,0.299,0.374,0.043,0.039,0.052,15,jsonb_geog_gist_idx,Limit [Index Scan using jsonb_geog_gist_idx],104,100,5000,0,0,0,0,True
1,K2,K2@J-4c,K2,J-4c,15,3.866,3.698,4.0,3.538,4.242,0.038,0.033,0.041,0,,Limit [Sort [Seq Scan on jsonb_geog]],879,100,5000,0,0,0,0,True
1,K2,K2@Y-0,K2,Y-0,15,3.128,2.937,3.233,2.759,3.559,0.035,0.032,0.037,0,,Limit [Sort [Seq Scan on flat_geog]],39,100,5000,0,0,0,0,True
1,K2,K2@Y-1,K2,Y-1,15,0.273,0.26,0.288,0.243,0.308,0.043,0.04,0.044,15,flat_geog_gist_idx,Limit [Index Scan using flat_geog_gist_idx],100,100,5000,0,0,0,0,True
1,K2,K2@Y-2,K2,Y-2,15,3.313,3.167,3.372,2.887,3.572,0.043,0.039,0.054,0,,Limit [Sort [Seq Scan on flat_geog_spgist]],39,100,5000,0,0,0,0,True
1,K3,K3@G-0,K3,G-0,15,1.648,1.572,1.722,1.456,2.145,0.036,0.035,0.041,0,,Limit [Sort [Seq Scan on flat_geom]],39,10,5000,0,0,0,0,True
1,K3,K3@G-1,K3,G-1,15,0.074,0.067,0.085,0.058,0.145,0.047,0.043,0.052,15,flat_geom_gist_idx,Limit [Index Scan using flat_geom_gist_idx],13,10,5000,0,0,0,0,True
1,K3,K3@G-2,K3,G-2,15,1.72,1.632,1.867,1.468,3.617,0.046,0.04,0.057,0,,Limit [Sort [Seq Scan on flat_geom_spgist]],39,10,5000,0,0,0,0,True
1,K3,K3@G-3,K3,G-3,15,1.8,1.627,1.966,1.447,3.699,0.06,0.045,0.067,0,,Limit [Sort [Seq Scan on flat_geom_brin]],39,10,5000,0,0,0,0,True
1,K3,K3@J-0g,K3,J-0g,15,28.91,26.308,30.73,23.479,40.024,0.05,0.045,0.059,0,,Limit [Sort [Seq Scan on jsonb_doc]],981,10,5000,0,0,0,0,True
1,K3,K3@J-1,K3,J-1,15,0.167,0.152,0.188,0.145,0.205,0.075,0.059,0.087,15,jsonb_doc_expr_geom_gist_idx,Limit [Index Scan using jsonb_doc_expr_geom_gist_idx],13,10,5000,0,0,0,0,True
1,K3,K3@J-3,K3,J-3,15,0.072,0.068,0.086,0.059,0.111,0.048,0.043,0.056,15,jsonb_geom_gist_idx,Limit [Index Scan using jsonb_geom_gist_idx],13,10,5000,0,0,0,0,True
1,K3,K3@J-3c,K3,J-3c,15,2.389,2.227,2.528,2.091,2.828,0.039,0.036,0.044,0,,Limit [Sort [Seq Scan on jsonb_geom]],879,10,5000,0,0,0,0,True
1,P,P1@Y-0,P1,Y-0,15,10.226,9.99,10.484,9.551,11.664,0.044,0.037,0.05,0,,Seq Scan on flat_geog,39,5000,5000,0,0,0,0,True
1,P,P2@Y-0,P2,Y-0,15,5.188,5.004,5.506,4.704,5.865,0.033,0.03,0.035,0,,Seq Scan on flat_geog,39,5000,5000,0,0,0,0,True
1,P,P3@N-0,P3,N-0,15,14.413,13.504,15.011,13.101,16.272,0.038,0.036,0.043,0,,Seq Scan on flat_numeric,31,5000,5000,0,0,0,0,True
1,P,P4@J-0y,P4,J-0y,15,36.468,35.16,38.023,32.92,45.688,0.043,0.039,0.045,0,,Seq Scan on jsonb_doc,981,5000,5000,0,0,0,0,True
2,B1,B1@G-0,B1,G-0,15,0.805,0.762,0.835,0.748,0.868,0.04,0.039,0.042,0,,Seq Scan on flat_geom,39,410,64,4590,0,0,0,True
2,B1,B1@G-1,B1,G-1,15,0.241,0.224,0.248,0.209,0.254,0.059,0.055,0.06,15,flat_geom_gist_idx,Bitmap Heap Scan on flat_geom_gist [Bitmap Index Scan using flat_geom_gist_idx],42,410,64,0,0,39,0,True
2,B1,B1@G-2,B1,G-2,15,0.247,0.226,0.261,0.204,0.273,0.061,0.057,0.065,15,flat_geom_spgist_idx,Bitmap Heap Scan on flat_geom_spgist [Bitmap Index Scan using flat_geom_spgist_idx],45,410,64,0,0,39,0,True
2,B1,B1@G-3,B1,G-3,15,0.87,0.841,0.905,0.763,0.939,0.066,0.058,0.075,0,,Seq Scan on flat_geom_brin,39,410,64,4590,0,0,0,True
2,B1,B1@J-0g,B1,J-0g,15,24.561,23.321,25.33,21.32,27.087,0.037,0.035,0.038,0,,Seq Scan on jsonb_doc,981,410,1,4590,0,0,0,True
2,B1,B1@J-1,B1,J-1,15,2.492,2.294,2.554,2.188,2.74,0.081,0.074,0.104,15,jsonb_doc_expr_geom_gist_idx,Bitmap Heap Scan on jsonb_doc_expr [Bitmap Index Scan using jsonb_doc_expr_geom_gist_idx],342,410,64,0,0,339,0,True
2,B1,B1@J-3,B1,J-3,15,0.407,0.389,0.428,0.331,0.452,0.059,0.056,0.062,15,jsonb_geom_gist_idx,Bitmap Heap Scan on jsonb_geom_gist [Bitmap Index Scan using jsonb_geom_gist_idx],331,410,64,0,0,328,0,True
2,B1,B1@J-3c,B1,J-3c,15,1.483,1.387,1.547,1.315,1.627,0.043,0.041,0.046,0,,Seq Scan on jsonb_geom,879,410,64,4590,0,0,0,True
2,B1,B1@N-0,B1,N-0,15,0.552,0.515,0.569,0.502,0.605,0.062,0.059,0.063,0,,Seq Scan on flat_numeric,31,410,29,4590,0,0,0,True
2,B1,B1@N-1,B1,N-1,15,0.18,0.165,0.185,0.15,0.199,0.071,0.067,0.074,15,flat_numeric_btree_lat_lon_idx,Bitmap Heap Scan on flat_numeric_btree [Bitmap Index Scan using flat_numeric_btree_lat_lon_idx],35,410,29,0,0,31,0,True
2,B2,B2@G-0,B2,G-0,15,0.853,0.833,0.902,0.78,0.943,0.044,0.043,0.047,0,,Seq Scan on flat_geom,39,416,500,4584,0,0,0,True
2,B2,B2@G-1,B2,G-1,15,0.256,0.248,0.267,0.232,0.301,0.068,0.067,0.075,15,flat_geom_gist_idx,Bitmap Heap Scan on flat_geom_gist [Bitmap Index Scan using flat_geom_gist_idx],43,416,500,0,0,39,0,True
2,B2,B2@G-2,B2,G-2,15,0.283,0.266,0.309,0.245,0.375,0.069,0.067,0.075,15,flat_geom_spgist_idx,Bitmap Heap Scan on flat_geom_spgist [Bitmap Index Scan using flat_geom_spgist_idx],57,416,500,0,0,39,0,True
2,B2,B2@G-3,B2,G-3,15,0.928,0.89,0.947,0.775,1.105,0.076,0.069,0.082,0,,Seq Scan on flat_geom_brin,39,416,500,4584,0,0,0,True
2,B2,B2@J-0g,B2,J-0g,15,25.507,24.4,26.203,22.246,27.617,0.036,0.034,0.038,0,,Seq Scan on jsonb_doc,981,416,1,4584,0,0,0,True
2,B2,B2@J-1,B2,J-1,15,2.575,2.453,2.622,2.243,2.87,0.093,0.085,0.114,15,jsonb_doc_expr_geom_gist_idx,Bitmap Heap Scan on jsonb_doc_expr [Bitmap Index Scan using jsonb_doc_expr_geom_gist_idx],336,416,500,0,0,332,0,True
2,B2,B2@J-3,B2,J-3,15,0.441,0.415,0.468,0.347,0.558,0.069,0.065,0.078,15,jsonb_geom_gist_idx,Bitmap Heap Scan on jsonb_geom_gist [Bitmap Index Scan using jsonb_geom_gist_idx],351,416,500,0,0,347,0,True
2,B2,B2@J-3c,B2,J-3c,15,1.562,1.51,1.701,1.43,2.025,0.047,0.045,0.051,0,,Seq Scan on jsonb_geom,879,416,500,4584,0,0,0,True
2,B2,B2@N-0,B2,N-0,15,0.639,0.582,0.666,0.559,0.865,0.07,0.065,0.074,0,,Seq Scan on flat_numeric,31,416,101,4584,0,0,0,True
2,B2,B2@N-1,B2,N-1,15,0.277,0.262,0.301,0.256,0.317,0.081,0.077,0.09,15,flat_numeric_btree_lat_lon_idx,Bitmap Heap Scan on flat_numeric_btree [Bitmap Index Scan using flat_numeric_btree_lat_lon_idx],37,416,101,0,0,31,0,True
2,B3,B3@G-0,B3,G-0,15,1.124,1.03,1.193,1.002,1.312,0.042,0.04,0.046,0,,Seq Scan on flat_geom,39,1580,1899,3420,0,0,0,True
2,B3,B3@G-1,B3,G-1,15,1.069,0.955,1.144,0.854,1.389,0.065,0.058,0.067,15,flat_geom_gist_idx,Index Scan using flat_geom_gist_idx,1556,1580,1899,0,0,0,0,True
2,B3,B3@G-2,B3,G-2,15,0.986,0.901,1.061,0.804,1.104,0.067,0.061,0.076,15,flat_geom_spgist_idx,Index Scan using flat_geom_spgist_idx,870,1580,1899,0,0,0,0,True
2,B3,B3@G-3,B3,G-3,15,1.174,1.121,1.206,1.016,1.274,0.069,0.067,0.082,0,,Seq Scan on flat_geom_brin,39,1580,1899,3420,0,0,0,True
2,B3,B3@J-0g,B3,J-0g,15,25.569,24.318,26.341,23.313,27.104,0.038,0.036,0.04,0,,Seq Scan on jsonb_doc,981,1580,1,3420,0,0,0,True
2,B3,B3@J-1,B3,J-1,15,9.418,8.695,9.663,8.429,10.151,0.091,0.077,0.1,15,jsonb_doc_expr_geom_gist_idx,Bitmap Heap Scan on jsonb_doc_expr [Bitmap Index Scan using jsonb_doc_expr_geom_gist_idx],832,1580,1899,0,0,823,0,True
2,B3,B3@J-3,B3,J-3,15,1.258,1.205,1.373,1.178,1.454,0.061,0.058,0.068,15,jsonb_geom_gist_idx,Bitmap Heap Scan on jsonb_geom_gist [Bitmap Index Scan using jsonb_geom_gist_idx],765,1580,1899,0,0,756,0,True
2,B3,B3@J-3c,B3,J-3c,15,1.753,1.712,1.825,1.637,2.011,0.045,0.043,0.051,0,,Seq Scan on jsonb_geom,879,1580,1899,3420,0,0,0,True
2,B3,B3@N-0,B3,N-0,15,0.851,0.768,0.885,0.759,0.951,0.067,0.064,0.072,0,,Seq Scan on flat_numeric,31,1580,511,3420,0,0,0,True
2,B3,B3@N-1,B3,N-1,15,0.522,0.487,0.553,0.451,0.601,0.08,0.073,0.084,15,flat_numeric_btree_lat_lon_idx,Bitmap Heap Scan on flat_numeric_btree [Bitmap Index Scan using flat_numeric_btree_lat_lon_idx],40,1580,511,0,0,31,0,True
2,B4,B4@G-0,B4,G-0,15,1.759,1.587,1.862,1.398,2.309,0.13,0.114,0.141,0,,Seq Scan on flat_geom,39,3897,4740,1103,0,0,0,True
2,B4,B4@G-1,B4,G-1,15,2.47,2.408,2.75,2.258,3.064,0.226,0.216,0.245,15,flat_geom_gist_idx,Index Scan using flat_geom_gist_idx,3828,3897,4740,0,0,0,0,True
2,B4,B4@G-2,B4,G-2,15,2.318,2.141,2.602,2.04,4.711,0.221,0.206,0.252,15,flat_geom_spgist_idx,Index Scan using flat_geom_spgist_idx,2134,3897,4740,0,0,0,0,True
2,B4,B4@G-3,B4,G-3,15,1.681,1.613,1.861,1.428,2.128,0.237,0.221,0.264,0,,Seq Scan on flat_geom_brin,39,3897,4740,1103,0,0,0,True
2,B4,B4@J-0g,B4,J-0g,15,25.141,24.507,27.637,23.601,37.547,0.042,0.036,0.05,0,,Seq Scan on jsonb_doc,981,3897,1,1103,0,0,0,True
2,B4,B4@J-1,B4,J-1,15,22.777,21.75,23.845,21.149,29.873,0.262,0.251,0.28,15,jsonb_doc_expr_geom_gist_idx,Bitmap Heap Scan on jsonb_doc_expr [Bitmap Index Scan using jsonb_doc_expr_geom_gist_idx],1002,3897,4740,0,0,980,0,True
2,B4,B4@J-3,B4,J-3,15,2.835,2.571,2.959,2.498,3.281,0.236,0.222,0.242,15,jsonb_geom_gist_idx,Bitmap Heap Scan on jsonb_geom_gist [Bitmap Index Scan using jsonb_geom_gist_idx],900,3897,4740,0,0,878,0,True
2,B4,B4@J-3c,B4,J-3c,15,2.429,2.296,2.477,2.017,4.736,0.138,0.129,0.156,0,,Seq Scan on jsonb_geom,879,3897,4740,1103,0,0,0,True
2,B4,B4@N-0,B4,N-0,15,1.335,1.182,1.412,1.108,1.572,0.073,0.068,0.077,0,,Seq Scan on flat_numeric,31,3897,3347,1103,0,0,0,True
2,B4,B4@N-1,B4,N-1,15,1.404,1.245,1.442,1.081,1.645,0.108,0.101,0.119,0,,Seq Scan on flat_numeric_btree,31,3897,3347,1103,0,0,0,True
2,B5,B5@G-0,B5,G-0,15,1.269,1.199,1.274,1.144,1.34,0.062,0.058,0.065,0,,Seq Scan on flat_geom,39,0,1,5000,0,0,0,True
2,B5,B5@G-1,B5,G-1,15,0.038,0.037,0.04,0.034,0.067,0.101,0.097,0.11,15,flat_geom_gist_idx,Bitmap Heap Scan on flat_geom_gist [BitmapOr [Bitmap Index Scan using flat_geom_gist_idx; Bitmap Index Scan using flat_geom_gist_idx]],4,0,1,0,0,0,0,True
2,B5,B5@G-2,B5,G-2,15,0.068,0.065,0.069,0.054,0.102,0.1,0.097,0.103,15,flat_geom_spgist_idx,Bitmap Heap Scan on flat_geom_spgist [BitmapOr [Bitmap Index Scan using flat_geom_spgist_idx; Bitmap Index Scan using flat_geom_spgist_idx]],20,0,1,0,0,0,0,True
2,B5,B5@G-3,B5,G-3,15,1.481,1.432,1.519,1.353,1.539,0.114,0.1,0.125,15,flat_geom_brin_idx,Bitmap Heap Scan on flat_geom_brin [BitmapOr [Bitmap Index Scan using flat_geom_brin_idx; Bitmap Index Scan using flat_geom_brin_idx]],43,0,1,0,5000,0,39,True
2,B5,B5@J-0g,B5,J-0g,15,46.194,46.07,46.431,39.978,47.196,0.047,0.045,0.049,0,,Seq Scan on jsonb_doc,981,0,1,5000,0,0,0,True
2,B5,B5@J-1,B5,J-1,15,0.045,0.044,0.053,0.04,0.058,0.139,0.125,0.158,15,jsonb_doc_expr_geom_gist_idx,Bitmap Heap Scan on jsonb_doc_expr [BitmapOr [Bitmap Index Scan using jsonb_doc_expr_geom_gist_idx; Bitmap Index Scan using jsonb_doc_expr_geom_gist_idx]],4,0,1,0,0,0,0,True
2,B5,B5@J-3,B5,J-3,15,0.037,0.037,0.039,0.034,0.067,0.099,0.096,0.102,15,jsonb_geom_gist_idx,Bitmap Heap Scan on jsonb_geom_gist [BitmapOr [Bitmap Index Scan using jsonb_geom_gist_idx; Bitmap Index Scan using jsonb_geom_gist_idx]],4,0,1,0,0,0,0,True
2,B5,B5@J-3c,B5,J-3c,15,2.038,2.009,2.091,1.858,2.109,0.066,0.06,0.069,0,,Seq Scan on jsonb_geom,879,0,1,5000,0,0,0,True
2,B5,B5@N-0,B5,N-0,15,0.909,0.852,0.932,0.834,1.612,0.07,0.069,0.082,0,,Seq Scan on flat_numeric,31,0,16,5000,0,0,0,True
2,B5,B5@N-1,B5,N-1,15,0.902,0.879,0.936,0.849,1.789,0.109,0.1,0.124,0,,Seq Scan on flat_numeric_btree,31,0,16,5000,0,0,0,True
2,B6,B6@G-0,B6,G-0,15,0.774,0.766,0.801,0.637,1.548,0.053,0.051,0.057,0,,Seq Scan on flat_geom,39,1,1,4999,0,0,0,True
2,B6,B6@G-1,B6,G-1,15,0.024,0.023,0.025,0.02,0.037,0.082,0.08,0.084,15,flat_geom_gist_idx,Index Scan using flat_geom_gist_idx,3,1,1,0,0,0,0,True
2,B6,B6@G-2,B6,G-2,15,0.042,0.037,0.051,0.032,0.071,0.084,0.08,0.093,15,flat_geom_spgist_idx,Index Scan using flat_geom_spgist_idx,13,1,1,0,0,0,0,True
2,B6,B6@G-3,B6,G-3,15,0.81,0.763,0.832,0.643,0.856,0.092,0.08,0.101,0,,Seq Scan on flat_geom_brin,39,1,1,4999,0,0,0,True
2,B6,B6@J-0g,B6,J-0g,15,26.001,23.458,26.289,21.877,27.75,0.035,0.035,0.037,0,,Seq Scan on jsonb_doc,981,1,1,4999,0,0,0,True
2,B6,B6@J-1,B6,J-1,15,0.034,0.031,0.036,0.03,0.039,0.112,0.102,0.117,15,jsonb_doc_expr_geom_gist_idx,Index Scan using jsonb_doc_expr_geom_gist_idx,3,1,1,0,0,0,0,True
2,B6,B6@J-3,B6,J-3,15,0.025,0.024,0.026,0.021,0.027,0.086,0.08,0.09,15,jsonb_geom_gist_idx,Index Scan using jsonb_geom_gist_idx,3,1,1,0,0,0,0,True
2,B6,B6@J-3c,B6,J-3c,15,1.472,1.358,1.546,1.229,1.6,0.055,0.051,0.062,0,,Seq Scan on jsonb_geom,879,1,1,4999,0,0,0,True
2,B6,B6@N-0,B6,N-0,15,0.48,0.466,0.499,0.399,0.76,0.067,0.064,0.073,0,,Seq Scan on flat_numeric,31,1,13,4999,0,0,0,True
2,B6,B6@N-1,B6,N-1,15,0.019,0.018,0.019,0.015,0.025,0.097,0.093,0.106,15,flat_numeric_btree_lat_lon_idx,Bitmap Heap Scan on flat_numeric_btree [Bitmap Index Scan using flat_numeric_btree_lat_lon_idx],3,1,14,0,0,1,0,True
